Demon Hunter [('Skillet', 0.4815170427268363), ('Disciple', 0.4761704807894184), ('Hillsong United', 0.4674509803921569), ('Red', 0.4646277417361755), ('Fireflight', 0.4645925925925926), ('Tenth Avenue North', 0.46123554024120106), ('Casting Crowns', 0.45769502710346455), ('Matthew West', 0.45666058394160586), ('Flyleaf', 0.45583311872263715), ('Nine Lashes', 0.4409700063816209), ('Chris Tomlin', 0.440739775983329), ('For King & Country', 0.43595634692705343), ('Ashes Remain', 0.4353695578805265), ('Adele', 0.42645778938207135), ('Maroon 5', 0.42337164750957856), ('We As Human', 0.42256276491685685), ('Newsboys', 0.4105226722049152), ('David Crowder Band', 0.4075432163436354), ('Katy Perry', 0.4), ('Tobymac', 0.38540478905359177), ('Lauren Daigle', 0.3835438937479754), ('NF', 0.38226600985221676), ('Rihanna', 0.3819628647214854), ('Taylor Swift', 0.3812263981298328), ('Trip Lee', 0.3658465143526655), ('Ed Sheeran', 0.35668003702560935), ('Tedashii', 0.35636136292591436), ('KB', 0.3547791029732908), ('Madonna', 0.3505335477269405), ('Justin Bieber', 0.3451643192488263), ('Aaron Cole', 0.33892885691446845), ('Derek Minor', 0.3353204172876304), ('Lady Gaga', 0.3344273055464391), ('Social Club Misfits', 0.3333333333333333), ('Andy Mineo', 0.3281363835057555), ('Lacey Sturm', 0.326605504587156), ('Flame', 0.3228200371057514), ('Lecrae', 0.2854265283512942), ('Ledger', 0.213322435635472), ('Knowles', 0.0)]
Disciple [('Skillet', 0.5160343743450011), ('Matthew West', 0.5139306474243336), ('Casting Crowns', 0.5078382838283828), ('Tenth Avenue North', 0.5077120822622108), ('Hillsong United', 0.5051918735891647), ('Flyleaf', 0.4861853832442068), ('Newsboys', 0.48441171862760457), ('Demon Hunter', 0.4761704807894184), ('Chris Tomlin', 0.47434743474347435), ('Maroon 5', 0.47312277766157707), ('Fireflight', 0.4628140703517588), ('Katy Perry', 0.46132404181184666), ('Taylor Swift', 0.45507622445669804), ('For King & Country', 0.45167604599951067), ('Rihanna', 0.4480707122216556), ('Adele', 0.44768015794669297), ('Tobymac', 0.44758820521561277), ('NF', 0.4397887323943662), ('David Crowder Band', 0.4359032330997061), ('Madonna', 0.43325275315605694), ('Trip Lee', 0.43131979012511773), ('Red', 0.4305049453409682), ('Ed Sheeran', 0.4303654578806265), ('Nine Lashes', 0.42631719711152716), ('KB', 0.42451967063129004), ('Justin Bieber', 0.41517706576728497), ('Tedashii', 0.4149650149935742), ('Ashes Remain', 0.4086322869955157), ('We As Human', 0.4068627450980392), ('Lady Gaga', 0.40632930288102703), ('Derek Minor', 0.4049213943950786), ('Andy Mineo', 0.40224959828602036), ('Social Club Misfits', 0.39988333090272715), ('Flame', 0.39792865362485613), ('Lauren Daigle', 0.38461538461538464), ('Aaron Cole', 0.3758604864616797), ('Lecrae', 0.35561040440478453), ('Lacey Sturm', 0.3111111111111111), ('Ledger', 0.19528178243774574), ('Knowles', 0.0)]
Fireflight [('Ashes Remain', 0.5458715596330275), ('Red', 0.534637326813366), ('Nine Lashes', 0.5240323266695024), ('Adele', 0.524024024024024), ('Skillet', 0.5237954478273722), ('For King & Country', 0.5194516487587996), ('Tenth Avenue North', 0.5158536585365854), ('We As Human', 0.5157618213660246), ('Flyleaf', 0.5116129032258064), ('Hillsong United', 0.5036160420775806), ('Maroon 5', 0.4857058650162098), ('Casting Crowns', 0.484393063583815), ('Matthew West', 0.47875590113857264), ('Demon Hunter', 0.4645925925925926), ('Disciple', 0.4628140703517588), ('Lauren Daigle', 0.4609375), ('Chris Tomlin', 0.4469895287958115), ('Lacey Sturm', 0.4387229660144181), ('David Crowder Band', 0.4329489291598023), ('Aaron Cole', 0.4047138047138047), ('Katy Perry', 0.40441176470588236), ('NF', 0.40027958993476237), ('Taylor Swift', 0.39974884889074924), ('Rihanna', 0.3995550611790879), ('Newsboys', 0.39119119119119117), ('Tobymac', 0.3898191560616209), ('Justin Bieber', 0.36988110964332893), ('KB', 0.3411992263056093), ('Ed Sheeran', 0.33970872082821546), ('Lady Gaga', 0.3381660704198833), ('Madonna', 0.33476394849785407), ('Social Club Misfits', 0.3298592064362772), ('Tedashii', 0.3294746215494212), ('Trip Lee', 0.32555831265508683), ('Derek Minor', 0.3195545807322423), ('Andy Mineo', 0.30756578947368424), ('Ledger', 0.30649038461538464), ('Flame', 0.2763626403725007), ('Lecrae', 0.2348567679860048), ('Knowles', 0.0)]
Flyleaf [('Fireflight', 0.5116129032258064), ('Skillet', 0.5001285016705217), ('Hillsong United', 0.49802816901408453), ('For King & Country', 0.4945431867789211), ('Adele', 0.4936948297604035), ('Tenth Avenue North', 0.49208025343189016), ('Matthew West', 0.4911170601119494), ('Casting Crowns', 0.4894153225806452), ('Disciple', 0.4861853832442068), ('Maroon 5', 0.4783388874647526), ('Red', 0.4706279540850776), ('Ashes Remain', 0.46726190476190477), ('Chris Tomlin', 0.4595959595959596), ('Nine Lashes', 0.45750262329485836), ('Demon Hunter', 0.45583311872263715), ('We As Human', 0.4520057306590258), ('David Crowder Band', 0.4504657070279424), ('Taylor Swift', 0.43965191070752935), ('Katy Perry', 0.4378600823045268), ('Newsboys', 0.4317644920952208), ('Lauren Daigle', 0.42034139402560455), ('Rihanna', 0.4169498301019388), ('NF', 0.4166666666666667), ('Tobymac', 0.4162823340685783), ('Justin Bieber', 0.4003960396039604), ('Aaron Cole', 0.38757906843013223), ('Lacey Sturm', 0.3853061224489796), ('Ed Sheeran', 0.3837602706621556), ('Madonna', 0.3786171184891867), ('Lady Gaga', 0.3736037119780031), ('KB', 0.37266643184219794), ('Trip Lee', 0.36288722722417216), ('Tedashii', 0.36191409439817085), ('Social Club Misfits', 0.3580391500752886), ('Derek Minor', 0.3446775446775447), ('Andy Mineo', 0.3412264723740134), ('Flame', 0.31882202304737517), ('Lecrae', 0.2780194737932463), ('Ledger', 0.24585635359116023), ('Knowles', 0.0)]
Lacey Sturm [('Ashes Remain', 0.4718954248366013), ('We As Human', 0.4455324357405141), ('Nine Lashes', 0.4432686654908877), ('Fireflight', 0.4387229660144181), ('Lauren Daigle', 0.42926239419588874), ('For King & Country', 0.4216691068814056), ('Red', 0.42017738359201773), ('Adele', 0.4200595829195631), ('Hillsong United', 0.3887959866220736), ('Flyleaf', 0.3853061224489796), ('Ledger', 0.368836291913215), ('Chris Tomlin', 0.3624272651704073), ('Tenth Avenue North', 0.36045627376425854), ('Skillet', 0.35638492499085256), ('Casting Crowns', 0.35444839857651245), ('David Crowder Band', 0.3488469601677149), ('Matthew West', 0.3429345984412064), ('Maroon 5', 0.33758658403208164), ('Aaron Cole', 0.328448275862069), ('Demon Hunter', 0.326605504587156), ('Disciple', 0.3111111111111111), ('Katy Perry', 0.2663425175580767), ('NF', 0.26468973091707854), ('Tobymac', 0.26064246539566466), ('Rihanna', 0.25383615084525357), ('Newsboys', 0.2481012658227848), ('Taylor Swift', 0.24806201550387597), ('Justin Bieber', 0.24768756423432683), ('KB', 0.2168141592920354), ('Lady Gaga', 0.21626260459128943), ('Social Club Misfits', 0.2112471467109359), ('Tedashii', 0.20986908358509568), ('Ed Sheeran', 0.2083580907110319), ('Trip Lee', 0.19944392956441148), ('Madonna', 0.19785502958579881), ('Derek Minor', 0.19783968163729393), ('Andy Mineo', 0.19042357274401472), ('Flame', 0.16686710763680096), ('Lecrae', 0.1353578154425612), ('Knowles', 0.0)]
Ledger [('Ashes Remain', 0.37859424920127793), ('Lacey Sturm', 0.368836291913215), ('We As Human', 0.3303834808259587), ('Lauren Daigle', 0.32994186046511625), ('Red', 0.3289646133682831), ('Nine Lashes', 0.3120168657765285), ('Fireflight', 0.30649038461538464), ('Adele', 0.2880184331797235), ('For King & Country', 0.28797289666854886), ('Hillsong United', 0.26017029328287605), ('Flyleaf', 0.24585635359116023), ('Chris Tomlin', 0.24154135338345864), ('Tenth Avenue North', 0.23809523809523808), ('Skillet', 0.2370672097759674), ('David Crowder Band', 0.23635500711912671), ('Casting Crowns', 0.21721958925750395), ('Maroon 5', 0.21663286004056795), ('Aaron Cole', 0.21449559255631734), ('Demon Hunter', 0.213322435635472), ('Matthew West', 0.21099887766554434), ('Disciple', 0.19528178243774574), ('Katy Perry', 0.16880841121495327), ('Tobymac', 0.1644607152914672), ('Rihanna', 0.16204093075413512), ('NF', 0.15992865636147444), ('Taylor Swift', 0.15376623376623377), ('Justin Bieber', 0.15218594355285003), ('Newsboys', 0.15097123186624048), ('Lady Gaga', 0.13643623089208304), ('KB', 0.13342762847713344), ('Social Club Misfits', 0.12728473904426338), ('Tedashii', 0.12588009387668017), ('Ed Sheeran', 0.12408300146719765), ('Derek Minor', 0.119623924784957), ('Madonna', 0.1189083820662768), ('Trip Lee', 0.11842876685557945), ('Andy Mineo', 0.11684782608695653), ('Flame', 0.10197678067147788), ('Lecrae', 0.07666098807495741), ('Knowles', 0.0)]
Nine Lashes [('Ashes Remain', 0.5446106240330068), ('Fireflight', 0.5240323266695024), ('We As Human', 0.5159079784630446), ('Red', 0.5061003163126977), ('Adele', 0.4894758563763929), ('For King & Country', 0.4882017900732303), ('Hillsong United', 0.4805426633345234), ('Lauren Daigle', 0.47600581677169174), ('Skillet', 0.464035646085296), ('Flyleaf', 0.45750262329485836), ('Tenth Avenue North', 0.45343863112866073), ('Casting Crowns', 0.4448586517552035), ('Chris Tomlin', 0.4447602131438721), ('Lacey Sturm', 0.4432686654908877), ('Demon Hunter', 0.4409700063816209), ('David Crowder Band', 0.4345025053686471), ('Matthew West', 0.43154761904761907), ('Maroon 5', 0.4282994923857868), ('Disciple', 0.42631719711152716), ('Aaron Cole', 0.3649688530597288), ('NF', 0.3515181436682301), ('Tobymac', 0.3468617272298254), ('Katy Perry', 0.34590124057406957), ('Taylor Swift', 0.34119462199691425), ('Newsboys', 0.33824148085822464), ('Rihanna', 0.33803479078514337), ('Justin Bieber', 0.3171355498721228), ('Ledger', 0.3120168657765285), ('KB', 0.29133698518969364), ('Ed Sheeran', 0.29094906559179184), ('Lady Gaga', 0.2875739644970414), ('Madonna', 0.28227608733023896), ('Tedashii', 0.28061034611090435), ('Trip Lee', 0.27911784975878706), ('Social Club Misfits', 0.2769701606732976), ('Derek Minor', 0.2722476257474499), ('Andy Mineo', 0.26031854769652335), ('Flame', 0.2311287353066138), ('Lecrae', 0.19696799550814148), ('Knowles', 0.0)]
Red [('Ashes Remain', 0.534769833496572), ('Fireflight', 0.534637326813366), ('Nine Lashes', 0.5061003163126977), ('Adele', 0.501187648456057), ('Skillet', 0.4924499229583975), ('We As Human', 0.4902143522833178), ('For King & Country', 0.4873096446700508), ('Flyleaf', 0.4706279540850776), ('Demon Hunter', 0.4646277417361755), ('Hillsong United', 0.45798898071625344), ('Tenth Avenue North', 0.4576702737110121), ('Lauren Daigle', 0.44783010156971376), ('Maroon 5', 0.4436251920122888), ('Casting Crowns', 0.4382901866345575), ('Matthew West', 0.43315044758879584), ('Disciple', 0.4305049453409682), ('Chris Tomlin', 0.42152159013022616), ('Lacey Sturm', 0.42017738359201773), ('David Crowder Band', 0.4190541939937867), ('Katy Perry', 0.37019458946369244), ('Taylor Swift', 0.3599137931034483), ('Aaron Cole', 0.3524011299435028), ('Rihanna', 0.3493229286206105), ('NF', 0.3490611458834858), ('Newsboys', 0.3483631871525633), ('Ledger', 0.3289646133682831), ('Tobymac', 0.3289564616447823), ('Justin Bieber', 0.3228882833787466), ('Ed Sheeran', 0.3010249955044057), ('KB', 0.2957074721780604), ('Madonna', 0.2942567567567568), ('Lady Gaga', 0.2942199884013145), ('Social Club Misfits', 0.2854999062089664), ('Tedashii', 0.28373197005660034), ('Trip Lee', 0.2810225156593872), ('Derek Minor', 0.26463983416825015), ('Andy Mineo', 0.2608549309996634), ('Flame', 0.23785594639865998), ('Lecrae', 0.2044849023090586), ('Knowles', 0.0)]
Skillet [('Fireflight', 0.5237954478273722), ('Disciple', 0.5160343743450011), ('Hillsong United', 0.5134359509522567), ('Tenth Avenue North', 0.5089658560550233), ('Matthew West', 0.5086520947176685), ('Flyleaf', 0.5001285016705217), ('Casting Crowns', 0.4982357092448836), ('Maroon 5', 0.4980879541108987), ('Red', 0.4924499229583975), ('Adele', 0.48625180897250364), ('For King & Country', 0.4830945558739255), ('Demon Hunter', 0.4815170427268363), ('Chris Tomlin', 0.4741356901481674), ('Nine Lashes', 0.464035646085296), ('We As Human', 0.45658536585365855), ('Katy Perry', 0.4557651176356212), ('Newsboys', 0.4538541306602143), ('Ashes Remain', 0.4503534163581286), ('David Crowder Band', 0.4443282801881861), ('NF', 0.4426519771788314), ('Taylor Swift', 0.44209014185670675), ('Tobymac', 0.43719165085388995), ('Rihanna', 0.43473325766174803), ('Lauren Daigle', 0.4187399030694669), ('Justin Bieber', 0.4132758297393587), ('Madonna', 0.4023945101474668), ('Trip Lee', 0.4008191925102399), ('Ed Sheeran', 0.40030816640986133), ('Lady Gaga', 0.39331366764995085), ('KB', 0.39120952860258346), ('Aaron Cole', 0.38978994948152085), ('Tedashii', 0.38651264439587885), ('Social Club Misfits', 0.3766773162939297), ('Derek Minor', 0.37362310211372435), ('Andy Mineo', 0.36646776306214524), ('Lacey Sturm', 0.35638492499085256), ('Flame', 0.35561596441369087), ('Lecrae', 0.31095904196437557), ('Ledger', 0.2370672097759674), ('Knowles', 0.0)]
We As Human [('Ashes Remain', 0.5341880341880342), ('Nine Lashes', 0.5159079784630446), ('Fireflight', 0.5157618213660246), ('Red', 0.4902143522833178), ('Adele', 0.4838709677419355), ('For King & Country', 0.4742785445420326), ('Lauren Daigle', 0.46392785571142287), ('Skillet', 0.45658536585365855), ('Flyleaf', 0.4520057306590258), ('Hillsong United', 0.45062179956108267), ('Lacey Sturm', 0.4455324357405141), ('Tenth Avenue North', 0.4448183041722746), ('Demon Hunter', 0.42256276491685685), ('Maroon 5', 0.420097244732577), ('Casting Crowns', 0.4118020304568528), ('Chris Tomlin', 0.41120815138282385), ('Matthew West', 0.4093531733981172), ('Disciple', 0.4068627450980392), ('David Crowder Band', 0.39897323065639895), ('Aaron Cole', 0.391435011269722), ('NF', 0.357429718875502), ('Katy Perry', 0.3570722057368942), ('Taylor Swift', 0.3409395973154362), ('Rihanna', 0.3377119656078338), ('Tobymac', 0.33181491249100936), ('Ledger', 0.3303834808259587), ('Newsboys', 0.32344783443567315), ('Justin Bieber', 0.3160132262635805), ('KB', 0.29823118058412174), ('Lady Gaga', 0.2938237057765341), ('Ed Sheeran', 0.2890001854943424), ('Social Club Misfits', 0.2805657818252277), ('Tedashii', 0.28000753721499905), ('Madonna', 0.2796521739130435), ('Trip Lee', 0.27296496426703853), ('Derek Minor', 0.27157857269976865), ('Andy Mineo', 0.25848925848925847), ('Flame', 0.23391478410065772), ('Lecrae', 0.19393527947499434), ('Knowles', 0.0)]
NF [('Rihanna', 0.4803874092009685), ('Taylor Swift', 0.47638159925903056), ('Social Club Misfits', 0.47063746687125124), ('Maroon 5', 0.46730806989986257), ('Derek Minor', 0.4659761374065819), ('Katy Perry', 0.46265697290152014), ('Trip Lee', 0.4612007746933505), ('Justin Bieber', 0.4575456584428068), ('Matthew West', 0.4572722127900396), ('Andy Mineo', 0.45449871465295627), ('Tedashii', 0.45413533834586467), ('Tobymac', 0.45217672762582944), ('KB', 0.4483260553129549), ('Skillet', 0.4426519771788314), ('Ed Sheeran', 0.44060008109203946), ('Disciple', 0.4397887323943662), ('Madonna', 0.4325857179685486), ('Newsboys', 0.4268857356235997), ('Lady Gaga', 0.42476108971616033), ('Flame', 0.42412797156187515), ('Flyleaf', 0.4166666666666667), ('Tenth Avenue North', 0.41244979919678715), ('Adele', 0.40879926672777267), ('Casting Crowns', 0.4046511627906977), ('Aaron Cole', 0.40171306209850105), ('Fireflight', 0.40027958993476237), ('For King & Country', 0.3991816321891339), ('Lecrae', 0.39664392402729115), ('Demon Hunter', 0.38226600985221676), ('Hillsong United', 0.37368199072121466), ('We As Human', 0.357429718875502), ('Nine Lashes', 0.3515181436682301), ('Red', 0.3490611458834858), ('Chris Tomlin', 0.347771236333053), ('Ashes Remain', 0.3402061855670103), ('David Crowder Band', 0.33833157338965153), ('Lauren Daigle', 0.3021978021978022), ('Lacey Sturm', 0.26468973091707854), ('Ledger', 0.15992865636147444), ('Knowles', 0.0)]
Lecrae [('Flame', 0.499566974595843), ('Trip Lee', 0.4943249464243194), ('Derek Minor', 0.4693534171941351), ('Tedashii', 0.4656093351959898), ('Andy Mineo', 0.46192813044166536), ('KB', 0.4375639713408393), ('Social Club Misfits', 0.4281793229643184), ('Madonna', 0.42213764668569614), ('Ed Sheeran', 0.41508202072961725), ('Rihanna', 0.39822608380848945), ('Newsboys', 0.3974370075331197), ('NF', 0.39664392402729115), ('Taylor Swift', 0.39375220614189904), ('Lady Gaga', 0.3819637589549094), ('Justin Bieber', 0.37364816149963953), ('Tobymac', 0.37233753285597754), ('Katy Perry', 0.3682376673390794), ('Disciple', 0.35561040440478453), ('Matthew West', 0.33697685869030036), ('Casting Crowns', 0.3141601757539445), ('Skillet', 0.31095904196437557), ('Maroon 5', 0.310646426058108), ('Tenth Avenue North', 0.30099654260728087), ('Demon Hunter', 0.2854265283512942), ('Flyleaf', 0.2780194737932463), ('Hillsong United', 0.2759483117965819), ('Aaron Cole', 0.2696346073078538), ('Chris Tomlin', 0.25889698231009367), ('David Crowder Band', 0.24298675565752426), ('For King & Country', 0.24143521020209663), ('Adele', 0.23888045129095248), ('Fireflight', 0.2348567679860048), ('Red', 0.2044849023090586), ('Nine Lashes', 0.19696799550814148), ('We As Human', 0.19393527947499434), ('Lauren Daigle', 0.1806276811921427), ('Ashes Remain', 0.1792992901305244), ('Lacey Sturm', 0.1353578154425612), ('Ledger', 0.07666098807495741), ('Knowles', 0.0)]
Andy Mineo [('Trip Lee', 0.4791775936221546), ('Derek Minor', 0.47180031864046734), ('Social Club Misfits', 0.46533437534888916), ('Lecrae', 0.46192813044166536), ('Flame', 0.46153846153846156), ('KB', 0.45922845922845923), ('Tedashii', 0.4587498626826321), ('NF', 0.45449871465295627), ('Ed Sheeran', 0.43822793077174266), ('Rihanna', 0.4339220844294125), ('Madonna', 0.4290802430337314), ('Newsboys', 0.42555699634563243), ('Taylor Swift', 0.42342124364868133), ('Justin Bieber', 0.41718555417185554), ('Tobymac', 0.416467930212125), ('Katy Perry', 0.41122448979591836), ('Lady Gaga', 0.41027389476076825), ('Disciple', 0.40224959828602036), ('Matthew West', 0.3879249541543236), ('Maroon 5', 0.3755268129632321), ('Skillet', 0.36646776306214524), ('Casting Crowns', 0.3658606793321819), ('Tenth Avenue North', 0.358451536643026), ('Aaron Cole', 0.3446887581294518), ('Flyleaf', 0.3412264723740134), ('Demon Hunter', 0.3281363835057555), ('Hillsong United', 0.32618683001531396), ('For King & Country', 0.31420720866332635), ('Chris Tomlin', 0.3099022004889976), ('Adele', 0.3091677503250975), ('Fireflight', 0.30756578947368424), ('David Crowder Band', 0.29863559711789056), ('Red', 0.2608549309996634), ('Nine Lashes', 0.26031854769652335), ('We As Human', 0.25848925848925847), ('Ashes Remain', 0.24382498235709246), ('Lauren Daigle', 0.23515193370165746), ('Lacey Sturm', 0.19042357274401472), ('Ledger', 0.11684782608695653), ('Knowles', 0.0)]
Trip Lee [('Tedashii', 0.5167622408469342), ('Flame', 0.5113900511390052), ('Lecrae', 0.4943249464243194), ('Derek Minor', 0.48230277185501064), ('Andy Mineo', 0.4791775936221546), ('KB', 0.47199350574046156), ('NF', 0.4612007746933505), ('Social Club Misfits', 0.45595158036314726), ('Newsboys', 0.45288825757575757), ('Madonna', 0.4508463883923878), ('Rihanna', 0.4506794162053347), ('Tobymac', 0.44478063540090773), ('Taylor Swift', 0.44247357550722877), ('Ed Sheeran', 0.4401223776223776), ('Disciple', 0.43131979012511773), ('Justin Bieber', 0.4265165728580363), ('Matthew West', 0.421321236178055), ('Katy Perry', 0.42126841768097373), ('Lady Gaga', 0.41647649475125514), ('Casting Crowns', 0.4131346738029799), ('Skillet', 0.4008191925102399), ('Maroon 5', 0.3943908851884312), ('Tenth Avenue North', 0.39031635229466805), ('Hillsong United', 0.3753656658968437), ('Demon Hunter', 0.3658465143526655), ('Flyleaf', 0.36288722722417216), ('Aaron Cole', 0.3534174061964814), ('Chris Tomlin', 0.35028422184667385), ('Adele', 0.33120810854994276), ('David Crowder Band', 0.32675709001233044), ('Fireflight', 0.32555831265508683), ('For King & Country', 0.32477243172951886), ('Red', 0.2810225156593872), ('Nine Lashes', 0.27911784975878706), ('We As Human', 0.27296496426703853), ('Ashes Remain', 0.25847683294869517), ('Lauren Daigle', 0.2584679520583637), ('Lacey Sturm', 0.19944392956441148), ('Ledger', 0.11842876685557945), ('Knowles', 0.0)]
KB [('Derek Minor', 0.4738389182833627), ('Trip Lee', 0.47199350574046156), ('Tedashii', 0.4686927865250824), ('Andy Mineo', 0.45922845922845923), ('Flame', 0.45546558704453444), ('Social Club Misfits', 0.45234248788368336), ('NF', 0.4483260553129549), ('Rihanna', 0.44337621942598615), ('Lecrae', 0.4375639713408393), ('Newsboys', 0.43100488577842333), ('Katy Perry', 0.43088023088023086), ('Taylor Swift', 0.4301250679717238), ('Tobymac', 0.42992773133059375), ('Justin Bieber', 0.42837078651685395), ('Ed Sheeran', 0.42744955901896825), ('Madonna', 0.42728114867994443), ('Disciple', 0.42451967063129004), ('Matthew West', 0.41916167664670656), ('Lady Gaga', 0.4035999492964888), ('Maroon 5', 0.40261262770055267), ('Tenth Avenue North', 0.39638101741208603), ('Casting Crowns', 0.3941702550513415), ('Skillet', 0.39120952860258346), ('Hillsong United', 0.3747330960854093), ('Aaron Cole', 0.3745493871665465), ('Flyleaf', 0.37266643184219794), ('Demon Hunter', 0.3547791029732908), ('Chris Tomlin', 0.3510827121050763), ('Adele', 0.3437619229301793), ('For King & Country', 0.3426189122607542), ('Fireflight', 0.3411992263056093), ('David Crowder Band', 0.33172991270265456), ('We As Human', 0.29823118058412174), ('Red', 0.2957074721780604), ('Nine Lashes', 0.29133698518969364), ('Ashes Remain', 0.28415300546448086), ('Lauren Daigle', 0.28226136829168375), ('Lacey Sturm', 0.2168141592920354), ('Ledger', 0.13342762847713344), ('Knowles', 0.0)]
Tedashii [('Trip Lee', 0.5167622408469342), ('Flame', 0.4850363196125908), ('Derek Minor', 0.47106145251396647), ('KB', 0.4686927865250824), ('Lecrae', 0.4656093351959898), ('Andy Mineo', 0.4587498626826321), ('NF', 0.45413533834586467), ('Social Club Misfits', 0.4503061705134244), ('Rihanna', 0.4485235434956105), ('Tobymac', 0.43721674220207946), ('Taylor Swift', 0.4371234457120882), ('Madonna', 0.43519436185442134), ('Newsboys', 0.4307807433275131), ('Ed Sheeran', 0.4301765650080257), ('Justin Bieber', 0.4293456708526107), ('Matthew West', 0.42240338164251207), ('Katy Perry', 0.4195254237288136), ('Disciple', 0.4149650149935742), ('Lady Gaga', 0.41084713222942165), ('Maroon 5', 0.40118453865336656), ('Casting Crowns', 0.39487891408298625), ('Tenth Avenue North', 0.3906076471521498), ('Skillet', 0.38651264439587885), ('Flyleaf', 0.36191409439817085), ('Hillsong United', 0.3614179719703215), ('Aaron Cole', 0.36108793592524613), ('Demon Hunter', 0.35636136292591436), ('Chris Tomlin', 0.34051653232439544), ('For King & Country', 0.33694512408248867), ('Adele', 0.3309301916652013), ('Fireflight', 0.3294746215494212), ('David Crowder Band', 0.32585011554968635), ('Red', 0.28373197005660034), ('Nine Lashes', 0.28061034611090435), ('We As Human', 0.28000753721499905), ('Lauren Daigle', 0.271071897878731), ('Ashes Remain', 0.26945992696521237), ('Lacey Sturm', 0.20986908358509568), ('Ledger', 0.12588009387668017), ('Knowles', 0.0)]
Aaron Cole [('Maroon 5', 0.41103155661628216), ('Adele', 0.4095989480604865), ('Matthew West', 0.4086453882885147), ('Fireflight', 0.4047138047138047), ('NF', 0.40171306209850105), ('Tenth Avenue North', 0.4007654455986878), ('Rihanna', 0.3968807715986046), ('For King & Country', 0.39584010399740005), ('We As Human', 0.391435011269722), ('Skillet', 0.38978994948152085), ('Flyleaf', 0.38757906843013223), ('Katy Perry', 0.3856236786469345), ('Casting Crowns', 0.385617509119333), ('Justin Bieber', 0.382520325203252), ('Tobymac', 0.37842289479102326), ('Disciple', 0.3758604864616797), ('KB', 0.3745493871665465), ('Taylor Swift', 0.373933281613654), ('Ashes Remain', 0.37294761532447224), ('Social Club Misfits', 0.37044638276038994), ('Hillsong United', 0.3701754385964912), ('Derek Minor', 0.3679619349722443), ('Nine Lashes', 0.3649688530597288), ('Tedashii', 0.36108793592524613), ('Trip Lee', 0.3534174061964814), ('Lauren Daigle', 0.35272184936614465), ('Red', 0.3524011299435028), ('Ed Sheeran', 0.3508310021392134), ('Chris Tomlin', 0.3500291205591147), ('Andy Mineo', 0.3446887581294518), ('Newsboys', 0.3420807742415783), ('David Crowder Band', 0.3416349252856724), ('Demon Hunter', 0.33892885691446845), ('Lady Gaga', 0.33784496396554753), ('Lacey Sturm', 0.328448275862069), ('Madonna', 0.32224984462399003), ('Flame', 0.30234375), ('Lecrae', 0.2696346073078538), ('Ledger', 0.21449559255631734), ('Knowles', 0.0)]
Social Club Misfits [('NF', 0.47063746687125124), ('Derek Minor', 0.46728759654702406), ('Andy Mineo', 0.46533437534888916), ('Trip Lee', 0.45595158036314726), ('KB', 0.45234248788368336), ('Tedashii', 0.4503061705134244), ('Taylor Swift', 0.4457217504898759), ('Ed Sheeran', 0.44216417910447764), ('Rihanna', 0.44031470428648944), ('Flame', 0.4346202966892622), ('Justin Bieber', 0.43051624208114303), ('Madonna', 0.4288752098489088), ('Katy Perry', 0.4285516668972195), ('Lecrae', 0.4281793229643184), ('Tobymac', 0.42088091353996737), ('Matthew West', 0.41185551096017287), ('Lady Gaga', 0.41035661944308743), ('Newsboys', 0.40853658536585363), ('Disciple', 0.39988333090272715), ('Maroon 5', 0.39106858054226473), ('Skillet', 0.3766773162939297), ('Casting Crowns', 0.3739940034716743), ('Aaron Cole', 0.37044638276038994), ('Tenth Avenue North', 0.3673867143089167), ('Flyleaf', 0.3580391500752886), ('Hillsong United', 0.3368812299374894), ('Adele', 0.33604042591589967), ('Demon Hunter', 0.3333333333333333), ('For King & Country', 0.3314203730272597), ('Fireflight', 0.3298592064362772), ('Chris Tomlin', 0.3161975391875948), ('David Crowder Band', 0.3044654939106901), ('Red', 0.2854999062089664), ('We As Human', 0.2805657818252277), ('Nine Lashes', 0.2769701606732976), ('Ashes Remain', 0.2677476764880364), ('Lauren Daigle', 0.2543910441999614), ('Lacey Sturm', 0.2112471467109359), ('Ledger', 0.12728473904426338), ('Knowles', 0.0)]
